decision_date,week_ending,cushing_mbbl,inv_z,state,price_date,F2,F3,spread,price_identity,relationship
2015-01-07,2015-01-02,32.098,-0.8458650312796481,Normal,2015-01-06,48.46,49.16,-0.6999999999999957,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-01-14,2015-01-09,33.874,-0.7011761199820868,Normal,2015-01-13,46.51,47.24,-0.730000000000004,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-01-22,2015-01-16,36.783,-0.3993966477000173,Normal,2015-01-21,48.43,49.22,-0.7899999999999991,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-01-28,2015-01-23,38.868,-0.16531681081358426,Normal,2015-01-27,46.95,47.95,-1.0,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-02-04,2015-01-30,41.384,0.12747862715011682,Normal,2015-02-03,53.86,54.95,-1.0900000000000034,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-02-11,2015-02-06,42.598,0.272240042564851,Normal,2015-02-10,50.93,52.16,-1.2299999999999969,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-02-19,2015-02-13,46.261,0.7281009489184441,Normal,2015-02-18,52.82,53.97,-1.1499999999999986,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-02-25,2015-02-20,48.68,1.0615995355630137,High,2015-02-24,50.83,52.34,-1.5100000000000051,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-03-04,2015-02-27,49.216,1.1642222660522972,High,2015-03-03,52.5,54.07,-1.5700000000000003,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-03-11,2015-03-06,51.538,1.465350694655879,High,2015-03-10,50.07,51.44,-1.3699999999999974,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-03-18,2015-03-13,54.403,1.775820019451975,High,2015-03-17,45.19,47.06,-1.8700000000000045,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-03-25,2015-03-20,56.314,1.9372674110185852,High,2015-03-24,49.13,50.46,-1.3299999999999983,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-04-01,2015-03-27,58.943,2.1521580201607975,High,2015-03-31,49.34,50.78,-1.4399999999999977,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-04-08,2015-04-03,60.175,2.221885402783906,High,2015-04-07,55.23,56.09,-0.8600000000000065,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-04-15,2015-04-10,61.462,2.266730637709546,High,2015-04-14,54.87,56.04,-1.1700000000000017,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-04-22,2015-04-17,62.2,2.234541176339771,High,2015-04-21,56.61,57.88,-1.2700000000000031,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-04-29,2015-04-24,61.686,2.083511376781147,High,2015-04-28,58.53,59.32,-0.7899999999999991,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-05-06,2015-05-01,61.674,1.9815597015026367,High,2015-05-05,61.5,62.11,-0.6099999999999994,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-05-13,2015-05-08,60.684,1.8110848751869313,High,2015-05-12,61.74,62.25,-0.509999999999998,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-05-20,2015-05-15,60.443,1.7415593800603943,High,2015-05-19,57.99,58.47,-0.4799999999999969,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-05-28,2015-05-22,60.01,1.6709882819095114,High,2015-05-27,57.86,58.04,-0.17999999999999972,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-06-03,2015-05-29,59.027,1.5557226477100994,High,2015-06-02,61.52,61.68,-0.1599999999999966,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-06-10,2015-06-05,58.003,1.4377823929780593,High,2015-06-09,60.61,60.98,-0.36999999999999744,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-06-17,2015-06-12,58.115,1.4469712413379132,High,2015-06-16,60.45,60.84,-0.39000000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-06-24,2015-06-19,56.245,1.3230342407056905,High,2015-06-23,61.33,61.62,-0.28999999999999915,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-07-01,2015-06-26,56.368,1.3650908728919224,High,2015-06-30,59.83,60.1,-0.2700000000000031,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-07-08,2015-07-03,56.667,1.4397901016721395,High,2015-07-07,52.71,53.03,-0.3200000000000003,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-07-15,2015-07-10,57.105,1.536842874084525,High,2015-07-14,53.48,53.88,-0.4000000000000057,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-07-22,2015-07-17,57.918,1.667798703678154,High,2015-07-21,50.86,51.3,-0.4399999999999977,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-07-29,2015-07-24,57.706,1.7393442393136742,High,2015-07-28,48.41,49.03,-0.6200000000000045,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-08-05,2015-07-31,57.164,1.815210992740705,High,2015-08-04,46.13,46.72,-0.5899999999999963,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-08-12,2015-08-07,57.113,1.9094364584037544,High,2015-08-11,43.87,44.83,-0.9600000000000009,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-08-19,2015-08-14,57.439,2.0480944522430318,High,2015-08-18,43.12,44.09,-0.970000000000006,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-08-26,2015-08-21,57.695,2.1890403549741078,High,2015-08-25,39.95,40.64,-0.6899999999999977,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-09-02,2015-08-28,57.307,2.2556300312505977,High,2015-09-01,46.02,46.69,-0.6699999999999946,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-09-10,2015-09-04,56.41,2.2448503155201536,High,2015-09-09,44.8,45.48,-0.6799999999999997,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-09-16,2015-09-11,54.504,2.116174816051359,High,2015-09-15,45.0,45.53,-0.5300000000000011,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-09-23,2015-09-18,54.042,2.11250368225224,High,2015-09-22,46.36,46.92,-0.5600000000000023,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-09-30,2015-09-25,52.974,2.0375311033981567,High,2015-09-29,45.64,46.2,-0.5600000000000023,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-10-07,2015-10-02,53.072,2.0714543752079924,High,2015-10-06,49.02,49.71,-0.6899999999999977,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-10-15,2015-10-09,54.197,2.1883883849087895,High,2015-10-14,47.16,47.96,-0.8000000000000043,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-10-21,2015-10-16,54.119,2.164660397184815,High,2015-10-20,46.29,47.0,-0.7100000000000009,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-10-28,2015-10-23,53.334,2.031484831774558,High,2015-10-27,44.12,44.91,-0.7899999999999991,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-11-04,2015-10-30,53.122,1.950265584298149,High,2015-11-03,48.8,49.62,-0.8200000000000003,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-11-12,2015-11-06,55.359,2.145143036075719,High,2015-11-10,45.44,46.36,-0.9200000000000017,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-11-18,2015-11-13,56.854,2.2487606676915965,High,2015-11-17,41.71,42.74,-1.0300000000000011,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-11-25,2015-11-20,58.598,2.404179697769342,High,2015-11-24,44.33,45.47,-1.1400000000000006,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-12-02,2015-11-27,59.026,2.392674000535493,High,2015-12-01,43.13,44.08,-0.9499999999999957,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-12-09,2015-12-04,59.449,2.4064100368926202,High,2015-12-08,39.01,40.21,-1.2000000000000028,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-12-16,2015-12-11,60.056,2.4241378100963944,High,2015-12-15,38.51,39.56,-1.0500000000000043,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-12-23,2015-12-18,62.101,2.5843282354007266,High,2015-12-22,37.06,37.83,-0.769999999999996,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2015-12-30,2015-12-25,62.993,2.6261204799812314,High,2015-12-29,38.86,39.69,-0.8299999999999983,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2016-01-06,2016-01-01,63.91,1.8992261586217352,High,2016-01-05,37.18,38.23,-1.0499999999999972,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
2016-01-13,2016-01-08,64.007,2.0837669487666624,High,2016-01-12,31.52,32.64,-1.120000000000001,EIA daily delivery rank; actual contract identities unavailable,inventory published after the matched quote; descriptive association only
